item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword
7267341355,Zara,Dresses,Vestido lencero de Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267341355-vestido-lencero-de-zara,26727701,True,,
7267348366,Zara,Dresses,vestido negro,M / 38 / 10,Muy bueno,Women,4.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267348366-vestido-negro,228855847,True,,
7267082195,Zara,Dresses,Vestido invitada satén Zara,XS / 34 / 6,Muy bueno,Women,21.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267082195-vestido-invitada-saten-zara,22358414,True,,
7266456681,Zara,Dresses,Vestido de botones zara,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7266456681-vestido-de-botones-zara,285726498,True,,
7267341183,Zara,Dresses,Vestido rosa,S / 36 / 8,Nuevo con etiquetas,Women,10.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267341183-vestido-rosa,26682699,True,,
7267298727,Zara,Dresses,Vestido de punto,M / 38 / 10,Bueno,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267298727-vestido-de-punto,181658816,True,,
7267180364,Zara,Dresses,Vestido zara,M / 38 / 10,Nuevo con etiquetas,Women,3.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267180364-vestido-zara,86128794,True,,
7265077040,Zara,Dresses,Chaleco oversize zara lino,XS / 34 / 6,Nuevo con etiquetas,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7265077040-chaleco-oversize-zara-lino,25267482,True,,
7266583170,Zara,Dresses,Vestido zara verde Lima corto,S / 36 / 8,Bueno,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7266583170-vestido-zara-verde-lima-corto,55392989,True,,
7267121791,Zara,Dresses,Vestido canalé Zara,M / 38 / 10,Nuevo sin etiquetas,Women,18.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267121791-vestido-canale-zara,264009444,True,,
7259946677,Zara,Dresses,Vestido largo Zara,S / 36 / 8,Muy bueno,Women,4.99,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7259946677-vestido-largo-zara,230081240,True,,
7266928658,Zara,Dresses,Vestido Zara beige mini 100% algodón,XS / 34 / 6,Nuevo con etiquetas,Women,16.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7266928658-vestido-zara-beige-mini-100-algodon,164553628,True,,
7263869322,Zara,Dresses,Mono asimétrico Zara,M / 38 / 10,Bueno,Women,9.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7263869322-mono-asimetrico-zara,64297205,True,,
7267177891,Zara,Dresses,Vestido negro nuevo,M / 38 / 10,Nuevo con etiquetas,Women,8.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267177891-vestido-negro-nuevo,38786046,True,,
7256134010,Zara,Dresses,Vestido camisero blanco de Zara,XS / 34 / 6,Muy bueno,Women,4.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7256134010-vestido-camisero-blanco-de-zara,21655129,True,,
7260641126,Zara,Dresses,Top peplum palabra de honor,S / 36 / 8,Nuevo con etiquetas,Women,10.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7260641126-top-peplum-palabra-de-honor,24385188,True,,
7263385654,Zara,Dresses,Vestido volantes,M / 38 / 10,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7263385654-vestido-volantes,41872823,True,,
7257004154,Zara,Dresses,Vestido,M / 38 / 10,Muy bueno,Women,4.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7257004154-vestido,228022079,True,,
7258119130,Zara,Dresses,Vestido negro de Zara,XS / 34 / 6,Bueno,Women,10.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7258119130-vestido-negro-de-zara,264012285,True,,
7266673836,Zara,Dresses,Vestido de Zara,M / 38 / 10,Muy bueno,Women,10.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7266673836-vestido-de-zara,101240094,True,,
7265685693,Zara,Dresses,Zara floral tulle dress,M / 38 / 10,Muy bueno,Women,25.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7265685693-zara-floral-tulle-dress,39476732,True,,
7255154013,Zara,Dresses,Vestido Zara Negro,S / 36 / 8,Muy bueno,Women,4.5,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7255154013-vestido-zara-negro,151949548,True,,
7262586932,Zara,Dresses,Vestido midi,S / 36 / 8,Nuevo sin etiquetas,Women,1.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7262586932-vestido-midi,294720550,True,,
7255210869,Zara,Dresses,Vestido blanco zara,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7255210869-vestido-blanco-zara,63926508,True,,
7260493937,Zara,Dresses,Zara haljina,M / 38 / 10,Bueno,Women,7.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7260493937-zara-haljina,295234084,True,,
7259571360,Zara,Dresses,Vestido lazo,XS / 34 / 6,Nuevo con etiquetas,Women,10.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7259571360-vestido-lazo,295199086,True,,
7260538900,Zara,Dresses,Vestido largo satinado Zara,S / 36 / 8,Muy bueno,Women,22.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7260538900-vestido-largo-satinado-zara,36826570,True,,
7267310989,Zara,Dresses,vestido negro zara,S / 36 / 8,Muy bueno,Women,4.5,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7267310989-vestido-negro-zara,121271373,True,,
7266482656,Zara,Dresses,Vestido mini Zara,S / 36 / 8,Muy bueno,Women,4.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7266482656-vestido-mini-zara,26505112,True,,
7263333535,Zara,Dresses,vestido negro volantes zara,S / 36 / 8,Nuevo con etiquetas,Women,12.0,EUR,2025-10-08T14:19:16.202021,https://www.vinted.es/items/7263333535-vestido-negro-volantes-zara,295313780,True,,
