item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword
7269070396,Zara,Dresses,Vestido negro de Zara,XS / 34 / 6,Muy bueno,Women,5.5,EUR,2025-10-08T22:53:52.997824,https://www.vinted.es/items/7269070396-vestido-negro-de-zara,267801420,True,,
7268216887,Zara,Dresses,Vestido largo espalda descubierta de Zara,S / 36 / 8,Bueno,Women,5.0,EUR,2025-10-08T22:53:52.997824,https://www.vinted.es/items/7268216887-vestido-largo-espalda-descubierta-de-zara,194744873,True,,
7269267976,Zara,Dresses,Vestido Zara S,S / 36 / 8,Nuevo con etiquetas,Women,7.0,EUR,2025-10-08T22:53:52.997824,https://www.vinted.es/items/7269267976-vestido-zara-s,25520957,True,,
7264818202,Zara,Dresses,Vestido estampado animal print,S / 36 / 8,Nuevo sin etiquetas,Women,4.5,EUR,2025-10-08T22:53:52.997824,https://www.vinted.es/items/7264818202-vestido-estampado-animal-print,77504466,True,,
7268707694,Zara,Dresses,Vestido blanco Zara,S / 36 / 8,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-08T22:53:52.997824,https://www.vinted.es/items/7268707694-vestido-blanco-zara,155096939,True,,
7267633957,Zara,Dresses,Vestido mesh blanco Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T22:53:52.997824,https://www.vinted.es/items/7267633957-vestido-mesh-blanco-zara,35141305,True,,
7264691143,Zara,Dresses,Vestido blanco Zara,S / 36 / 8,Nuevo sin etiquetas,Women,10.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7264691143-vestido-blanco-zara,218138219,True,,
7266583170,Zara,Dresses,Vestido zara verde Lima corto,S / 36 / 8,Bueno,Women,5.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7266583170-vestido-zara-verde-lima-corto,55392989,True,,
7269379648,Zara,Dresses,Vestido marrón zara,XS / 34 / 6,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7269379648-vestido-marron-zara,54201711,True,,
7267955301,Zara,Dresses,Vestido blanco de Zara,M / 38 / 10,Muy bueno,Women,2.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7267955301-vestido-blanco-de-zara,30743222,True,,
7267776630,Zara,Dresses,Vestido negro,S / 36 / 8,Muy bueno,Women,15.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7267776630-vestido-negro,68293464,True,,
7266771131,Zara,Dresses,ZARA vestido negro,S / 36 / 8,Muy bueno,Women,4.9,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7266771131-zara-vestido-negro,67485434,True,,
7267469053,Zara,Dresses,top halter satinado zara,XS / 34 / 6,Nuevo sin etiquetas,Women,10.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7267469053-top-halter-satinado-zara,166796965,True,,
7263385654,Zara,Dresses,Vestido volantes,M / 38 / 10,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7263385654-vestido-volantes,41872823,True,,
7267941136,Zara,Dresses,Vestido corto Zara,XS / 34 / 6,Nuevo con etiquetas,Women,20.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7267941136-vestido-corto-zara,32205984,True,,
7268358566,Zara,Dresses,Vestido Zara M,M / 38 / 10,Muy bueno,Women,10.0,EUR,2025-10-08T22:53:52.998824,https://www.vinted.es/items/7268358566-vestido-zara-m,119755803,True,,
7265869376,Zara,Dresses,Vestido plumas,S / 36 / 8,Muy bueno,Women,6.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7265869376-vestido-plumas,21839171,True,,
7264073638,Zara,Dresses,Vestido burdeos de Zara,XS / 34 / 6,Nuevo con etiquetas,Women,12.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7264073638-vestido-burdeos-de-zara,295345239,True,,
7267800725,Zara,Dresses,Vestido Midi tie dye Zara,M / 38 / 10,Nuevo sin etiquetas,Women,12.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7267800725-vestido-midi-tie-dye-zara,23293263,True,,
7255210869,Zara,Dresses,Vestido blanco zara,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7255210869-vestido-blanco-zara,63926508,True,,
7269428718,Zara,Dresses,Vestido mini de Zara negro,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7269428718-vestido-mini-de-zara-negro,295495271,True,,
7259946677,Zara,Dresses,Vestido largo Zara,S / 36 / 8,Muy bueno,Women,4.99,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7259946677-vestido-largo-zara,230081240,True,,
7268124751,Zara,Dresses,Vestido talla M,M / 38 / 10,Muy bueno,Women,6.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7268124751-vestido-talla-m,28095690,True,,
7267341183,Zara,Dresses,Vestido rosa,S / 36 / 8,Nuevo con etiquetas,Women,10.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7267341183-vestido-rosa,26682699,True,,
7262937723,Zara,Dresses,Vestido Zara flores,L / 40 / 12,Muy bueno,Women,4.0,EUR,2025-10-08T22:53:52.999838,https://www.vinted.es/items/7262937723-vestido-zara-flores,72996703,True,,
7264929227,Zara,Dresses,Vestido Negro elegante Zara,S / 36 / 8,Nuevo sin etiquetas,Women,6.0,EUR,2025-10-08T22:53:53.000836,https://www.vinted.es/items/7264929227-vestido-negro-elegante-zara,164305496,True,,
