item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword
7256331871,Zara,Dresses,Vestido corto blanco,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T06:34:22.527614,https://www.vinted.es/items/7256331871-vestido-corto-blanco,133046251,True,,
7263333535,Zara,Dresses,vestido negro volantes zara,S / 36 / 8,Nuevo con etiquetas,Women,12.0,EUR,2025-10-08T06:34:22.527614,https://www.vinted.es/items/7263333535-vestido-negro-volantes-zara,295313780,True,,
7263226034,Zara,Dresses,Zara dress,M / 38 / 10,Muy bueno,Women,15.0,EUR,2025-10-08T06:34:22.527614,https://www.vinted.es/items/7263226034-zara-dress,201341746,True,,
7259492470,Zara,Dresses,Vestido Zara Burdeos,XS / 34 / 6,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T06:34:22.528442,https://www.vinted.es/items/7259492470-vestido-zara-burdeos,208641528,True,,
7263476169,Zara,Dresses,Vestido estampado midi con cinturón de Zara,S / 36 / 8,Muy bueno,Women,8.0,EUR,2025-10-08T06:34:22.528442,https://www.vinted.es/items/7263476169-vestido-estampado-midi-con-cinturon-de-zara,295107974,True,,
7256134010,Zara,Dresses,Vestido camisero blanco de Zara,XS / 34 / 6,Muy bueno,Women,4.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7256134010-vestido-camisero-blanco-de-zara,21655129,True,,
7258683654,Zara,Dresses,vestido corto blanco de Zara,XS / 34 / 6,Bueno,Women,5.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7258683654-vestido-corto-blanco-de-zara,277853784,True,,
7260634723,Zara,Dresses,Vestido satinado Zara,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7260634723-vestido-satinado-zara,40757073,True,,
7261831061,Zara,Dresses,Vestido punto Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7261831061-vestido-punto-zara,31783904,True,,
7263728062,Zara,Dresses,Vestido blanco Zara,S / 36 / 8,Nuevo sin etiquetas,Women,7.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7263728062-vestido-blanco-zara,294414770,True,,
7263187400,Zara,Dresses,Vestido mini zara verde,S / 36 / 8,Nuevo sin etiquetas,Women,4.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7263187400-vestido-mini-zara-verde,232988583,True,,
7260142119,Zara,Dresses,Vestido Coral Zara,XS / 34 / 6,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7260142119-vestido-coral-zara,208641528,True,,
7260316040,Zara,Dresses,vestido de zara,S / 36 / 8,Muy bueno,Women,8.5,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7260316040-vestido-de-zara,35618149,True,,
7262996557,Zara,Dresses,Vestido zara,M / 38 / 10,Muy bueno,Women,10.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7262996557-vestido-zara,60932028,True,,
7260641126,Zara,Dresses,Top peplum palabra de honor,S / 36 / 8,Nuevo con etiquetas,Women,10.0,EUR,2025-10-08T06:34:22.528898,https://www.vinted.es/items/7260641126-top-peplum-palabra-de-honor,24385188,True,,
7260283697,Zara,Dresses,Vestido Zara Azul Marino,XS / 34 / 6,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T06:34:22.529903,https://www.vinted.es/items/7260283697-vestido-zara-azul-marino,208641528,True,,
7263007505,Zara,Dresses,Vestido corto de Zara,M / 38 / 10,Nuevo sin etiquetas,Women,6.0,EUR,2025-10-08T06:34:22.529903,https://www.vinted.es/items/7263007505-vestido-corto-de-zara,25903461,True,,
7262865868,Zara,Dresses,Vestido largo ZW Zara,S / 36 / 8,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7262865868-vestido-largo-zw-zara,29823620,True,,
7255154013,Zara,Dresses,Vestido Zara Negro,S / 36 / 8,Muy bueno,Women,4.5,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7255154013-vestido-zara-negro,151949548,True,,
7255210869,Zara,Dresses,Vestido blanco zara,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7255210869-vestido-blanco-zara,63926508,True,,
7255385605,Zara,Dresses,Vestido ajustado punto ( sin usar),S / 36 / 8,Nuevo con etiquetas,Women,3.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7255385605-vestido-ajustado-punto-sin-usar,31486002,True,,
7263752159,Zara,Dresses,Vestido verde agua de zara,M / 38 / 10,Muy bueno,Women,4.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7263752159-vestido-verde-agua-de-zara,68842649,True,,
7262586932,Zara,Dresses,Vestido midi,S / 36 / 8,Nuevo sin etiquetas,Women,1.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7262586932-vestido-midi,294720550,True,,
7263354509,Zara,Dresses,Vestido lencero Zara,L / 40 / 12,Nuevo sin etiquetas,Women,7.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7263354509-vestido-lencero-zara,78253435,True,,
7261598028,Zara,Dresses,Vestido cuadros mini Zara,S / 36 / 8,Muy bueno,Women,5.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7261598028-vestido-cuadros-mini-zara,232820125,True,,
7259946677,Zara,Dresses,Vestido largo Zara,S / 36 / 8,Muy bueno,Women,4.99,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7259946677-vestido-largo-zara,230081240,True,,
7263354424,Zara,Dresses,Vestido blanco Zara,XS / 34 / 6,Muy bueno,Women,10.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7263354424-vestido-blanco-zara,47190375,True,,
7263849144,Zara,Dresses,Vestido largo,S / 36 / 8,Muy bueno,Women,10.0,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7263849144-vestido-largo,41970712,True,,
7250563791,Zara,Dresses,Jersey Vestido corto gris oscuro,S / 36 / 8,Muy bueno,Women,6.85,EUR,2025-10-08T06:34:22.530079,https://www.vinted.es/items/7250563791-jersey-vestido-corto-gris-oscuro,69579139,True,,
7252311123,Zara,Dresses,Vestido negro tiras zara,S / 36 / 8,Muy bueno,Women,12.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7252311123-vestido-negro-tiras-zara,42672940,True,,
7263328626,Zara,Dresses,Vestido estampado,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7263328626-vestido-estampado,180335408,True,,
7249112475,Zara,Dresses,Vestido Zara,S / 36 / 8,Muy bueno,Women,8.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7249112475-vestido-zara,27400661,True,,
7258124025,Zara,Dresses,Vestido zara,M / 38 / 10,Muy bueno,Women,4.5,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7258124025-vestido-zara,103589146,True,,
7262636903,Zara,Dresses,Vestido midi estampado de Zara,M / 38 / 10,Nuevo con etiquetas,Women,25.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7262636903-vestido-midi-estampado-de-zara,114378981,True,,
7257004154,Zara,Dresses,Vestido,M / 38 / 10,Muy bueno,Women,4.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7257004154-vestido,228022079,True,,
7260974251,Zara,Dresses,Vestido volantes escote,M / 38 / 10,Bueno,Women,4.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7260974251-vestido-volantes-escote,25568862,True,,
7262781974,Zara,Dresses,Vestido de lino Zara,S / 36 / 8,Nuevo sin etiquetas,Women,10.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7262781974-vestido-de-lino-zara,116902840,True,,
7253207175,Zara,Dresses,Beige/sequin mini dress,S / 36 / 8,Nuevo sin etiquetas,Women,10.0,EUR,2025-10-08T06:34:22.531084,https://www.vinted.es/items/7253207175-beigesequin-mini-dress,209570593,True,,
