item_id,brand_raw,category_raw,title,size_raw,condition_raw,audience,price,currency,published_at,listing_url,seller_id,visible,season,season_keyword
7269070396,Zara,Dresses,Vestido negro de Zara,XS / 34 / 6,Muy bueno,Women,5.5,EUR,2025-10-09T00:19:58.514529,https://www.vinted.es/items/7269070396-vestido-negro-de-zara,267801420,True,,
7268924112,Zara,Dresses,Vestido mini Zara,L / 40 / 12,Muy bueno,Women,5.0,EUR,2025-10-09T00:19:58.514529,https://www.vinted.es/items/7268924112-vestido-mini-zara,162578430,True,,
7263555968,Zara,Dresses,Vestido lentejuelas Zara,S / 36 / 8,Nuevo sin etiquetas,Women,15.0,EUR,2025-10-09T00:19:58.514529,https://www.vinted.es/items/7263555968-vestido-lentejuelas-zara,280269006,True,,
7265039207,Zara,Dresses,Vestido marrón chocolate,S / 36 / 8,Nuevo sin etiquetas,Women,20.0,EUR,2025-10-09T00:19:58.514529,https://www.vinted.es/items/7265039207-vestido-marron-chocolate,223325880,True,,
7268216887,Zara,Dresses,Vestido largo espalda descubierta de Zara,S / 36 / 8,Bueno,Women,5.0,EUR,2025-10-09T00:19:58.514529,https://www.vinted.es/items/7268216887-vestido-largo-espalda-descubierta-de-zara,194744873,True,,
7267633957,Zara,Dresses,Vestido mesh blanco Zara,M / 38 / 10,Muy bueno,Women,5.0,EUR,2025-10-09T00:19:58.514529,https://www.vinted.es/items/7267633957-vestido-mesh-blanco-zara,35141305,True,,
7264818202,Zara,Dresses,Vestido estampado animal print,S / 36 / 8,Nuevo sin etiquetas,Women,4.5,EUR,2025-10-09T00:19:58.515528,https://www.vinted.es/items/7264818202-vestido-estampado-animal-print,77504466,True,,
7260493937,Zara,Dresses,Zara haljina,M / 38 / 10,Bueno,Women,7.0,EUR,2025-10-09T00:19:58.515528,https://www.vinted.es/items/7260493937-zara-haljina,295234084,True,,
7264073638,Zara,Dresses,Vestido burdeos de Zara,XS / 34 / 6,Nuevo con etiquetas,Women,12.0,EUR,2025-10-09T00:19:58.515528,https://www.vinted.es/items/7264073638-vestido-burdeos-de-zara,295345239,True,,
7268707694,Zara,Dresses,Vestido blanco Zara,S / 36 / 8,Nuevo sin etiquetas,Women,5.0,EUR,2025-10-09T00:19:58.515528,https://www.vinted.es/items/7268707694-vestido-blanco-zara,155096939,True,,
