segment,dts_median,dts_mean,dts_p25,dts_p75,sell_through_30d_pct,sold_30d_count,total_sold,total_items,price_p25,price_p50,price_p75,price_mean,avg_discount_pct,median_discount_pct,liquidity_score,liquidity_grade
Brand: Maëlle,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Me,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,40.0,40.0,40.0,40.0,0.0,0.0,98.32913618016975,A
Brand: Meisie,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Melina paris,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,33.9,33.9,33.9,33.9,0.0,0.0,98.32913618016975,A
Brand: Meline Paris,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,49.99,49.99,49.99,49.99,0.0,0.0,98.32913618016975,A
Brand: Melody,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.5,8.5,8.5,8.5,0.0,0.0,98.32913618016975,A
Brand: Melting Stockholm,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Melville,,,,,0.0,0,0,1,13.0,13.0,13.0,13.0,,,,
Brand: Melé Beach,,,,,0.0,0,0,1,60.0,60.0,60.0,60.0,,,,
Brand: Merino,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Merk,,,,,0.0,0,0,1,3.5,3.5,3.5,3.5,,,,
Brand: Merrachi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,4,4,4,37.5,50.0,62.5,50.0,0.0,0.0,98.32913618016975,A
Brand: Merry Christmas,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: Meshki,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,130.0,130.0,130.0,130.0,0.0,0.0,98.32913618016975,A
Brand: Metalhead,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Mexx,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Mezzo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,17.5,17.5,17.5,17.5,0.0,0.0,98.32913618016975,A
Brand: Mi Piace,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Mia Donna,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.0,9.0,9.0,9.0,0.0,0.0,98.32913618016975,A
Brand: Mia soana,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: Michael Kors,,,,,0.0,0,0,2,38.5,59.0,79.5,59.0,,,,
Brand: Michele Michael Kors,,,,,0.0,0,0,1,65.0,65.0,65.0,65.0,,,,
Brand: Millenium,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,4,4,4,4.25,5.75,7.875,6.375,0.0,0.0,98.32913618016975,A
Brand: Mim,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,16.666666666666664,1,1,6,2.0,2.5,3.0,2.6666666666666665,0.0,0.0,64.99580284683643,B
Brand: Minueto,,,,,0.0,0,0,1,16.0,16.0,16.0,16.0,,,,
Brand: Miphai,,,,,0.0,0,0,1,100.0,100.0,100.0,100.0,,,,
Brand: Mise Au Green,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Miss Captain,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,5,5,5,7.0,15.0,19.0,13.7,0.0,0.0,98.32913618016975,A
Brand: Miss Liberto,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: Miss Loona,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.5,7.5,7.5,7.5,0.0,0.0,98.32913618016975,A
Brand: Miss Ord,,,,,0.0,0,0,1,19.9,19.9,19.9,19.9,,,,
Brand: Miss Sara,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Miss Selfridge,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Miss Sixty,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,10.0,15.0,17.5,13.333333333333334,0.0,0.0,98.32913618016975,A
Brand: Miss Sporty,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Missguided,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,5.0,6.0,8.0,7.2,0.0,0.0,88.32913618016975,A
Brand: Missoni,,,,,0.0,0,0,2,92.5,145.0,197.5,145.0,,,,
Brand: Missy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Miu Miu,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: Miusol,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Mixerí,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,12.5,15.0,15.0,13.333333333333334,0.0,0.0,98.32913618016975,A
Brand: Molly Bracken,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,57.14285714285714,8,8,14,11.25,19.0,35.25,21.357142857142858,0.0,0.0,98.32913618016975,A
Brand: Monbali,,,,,0.0,0,0,1,100.0,100.0,100.0,100.0,,,,
Brand: Monnari,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Mono,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Monoprix,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,8.0,10.0,16.0,11.4,0.0,0.0,88.32913618016975,A
Brand: Monoprix Autre Ton,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,23.0,23.0,23.0,23.0,0.0,0.0,98.32913618016975,A
Brand: Monoprix Femme,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,22.0,22.0,22.0,22.0,0.0,0.0,98.32913618016975,A
Brand: Monsoon,,,,,0.0,0,0,1,7.5,7.5,7.5,7.5,,,,
Brand: Moohy,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Morgan,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,72.72727272727273,16,16,22,10.5,15.0,28.75,20.68136363636364,0.0,0.0,98.32913618016975,A
Brand: Morgana,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Moschino,,,,,0.0,0,0,2,108.5,132.0,155.5,132.0,,,,
Brand: Mosquitos,,,,,0.0,0,0,2,5.125,9.25,13.375,9.25,,,,
Brand: Motel,,,,,0.0,0,0,1,22.0,22.0,22.0,22.0,,,,
Brand: Multiples,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.5,6.5,6.5,6.5,0.0,0.0,98.32913618016975,A
Brand: Munmo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.5,12.5,12.5,12.5,0.0,0.0,98.32913618016975,A
Brand: Muse,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.0,18.0,18.0,18.0,0.0,0.0,98.32913618016975,A
Brand: MustHaves By Elja,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: My Jewellery,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,10.0,14.0,15.0,14.8,0.0,0.0,88.32913618016975,A
Brand: My Queen,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: My Twin,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: Mym Moda,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,16.95,16.95,16.95,16.95,0.0,0.0,98.32913618016975,A
Brand: Myrine & me,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Médiéval,,,,,0.0,0,0,1,36.0,36.0,36.0,36.0,,,,
Brand: NA-KD,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,10.495000000000001,15.0,16.5,12.996666666666668,0.0,0.0,81.66246951350308,A
Brand: NATURAL. stb,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: NIKKIE,,,,,0.0,0,0,2,35.0,40.0,45.0,40.0,,,,
Brand: NLY Trend,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: NOO,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Naf Naf,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,51.515151515151516,17,17,33,9.0,12.0,22.0,16.363636363636363,0.0,0.0,98.32913618016975,A
Brand: Natan,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,59.0,59.0,59.0,59.0,0.0,0.0,98.32913618016975,A
Brand: Nathalie Chaize,,,,,0.0,0,0,1,65.0,65.0,65.0,65.0,,,,
Brand: Natura,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,7.5,9.0,10.5,9.0,0.0,0.0,98.32913618016975,A
Brand: Neiman Marcus,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,40.0,40.0,40.0,40.0,0.0,0.0,98.32913618016975,A
Brand: Nemo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,9.25,9.5,9.75,9.5,0.0,0.0,98.32913618016975,A
Brand: Neo Noir,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,38.0,42.0,46.0,42.0,0.0,0.0,98.32913618016975,A
Brand: Nero,,,,,0.0,0,0,3,9.0,10.0,12.5,11.0,,,,
Brand: Nessun Brand,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,10.0,12.0,12.5,11.0,0.0,0.0,98.32913618016975,A
Brand: New Collection,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,47.61904761904761,10,10,21,7.0,8.99,13.95,13.206666666666669,0.0,0.0,95.94818379921736,A
Brand: New Laviva,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: New Look,,,,,0.0,0,0,3,4.5,5.0,10.5,8.333333333333334,,,,
Brand: New Penny,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,60.0,60.0,60.0,60.0,0.0,0.0,98.32913618016975,A
Brand: New Sensation,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,2.0,3.0,4.0,3.0,0.0,0.0,98.32913618016975,A
Brand: New Yorker,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: New pop collection,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,32.0,32.0,32.0,32.0,0.0,0.0,98.32913618016975,A
Brand: Nice Istanbul,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: Nice Things,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Nicoli,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: Nicotine,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Nike,3.2377156550231483,3.4326213764777074,1.6618661027893518,3.9996925851851852,100.0,5078,5078,5078,25.0,45.0,60.0,46.0486825521859,7.111068964069518,10.0,94.60380724162809,A
Brand: Nikka,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.0,18.0,18.0,18.0,0.0,0.0,98.32913618016975,A
Brand: Nina Kaufmann,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Ninette,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,23.975,24.95,25.924999999999997,24.95,0.0,0.0,98.32913618016975,A
Brand: No Excuse,,,,,0.0,0,0,3,6.25,7.5,8.75,7.5,,,,
Brand: No Solo India,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: NoName,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,23.6,32.4,41.2,32.4,0.0,0.0,98.32913618016975,A
Brand: Noemié & Co.,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Noir,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,2.5,3.5,30.5,29.5,0.0,0.0,98.32913618016975,A
Brand: Noisy May,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.5,6.5,6.5,6.5,0.0,0.0,98.32913618016975,A
Brand: Nouvelles Galeries,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,30.0,30.0,30.0,30.0,0.0,0.0,98.32913618016975,A
Brand: Noël,,,,,0.0,0,0,1,1.0,1.0,1.0,1.0,,,,
Brand: Nuna Lie,,,,,0.0,0,0,4,6.75,7.5,8.5,7.75,,,,
Brand: ONLY,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,64.28571428571429,18,18,28,6.0,10.0,16.0,12.231785714285715,0.0,0.0,98.32913618016975,A
Brand: ONLY Carmakoma,,,,,0.0,0,0,4,5.625,7.0,9.0,7.625,,,,
Brand: OPUS,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: ORSAY,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.5,18.5,18.5,18.5,0.0,0.0,98.32913618016975,A
Brand: OVS,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,57.14285714285714,4,4,7,4.0,7.0,10.0,7.285714285714286,0.0,0.0,98.32913618016975,A
Brand: Object,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,8.625,9.75,10.875,9.75,0.0,0.0,98.32913618016975,A
Brand: Oliver Jung,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Oltre,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: One step,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: Only Star,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Opullence,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Orcelly,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Original,,,,,0.0,0,0,1,56.98,56.98,56.98,56.98,,,,
Brand: PARTICOLARI,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,14.0,14.0,14.0,14.0,0.0,0.0,98.32913618016975,A
Brand: PAS,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: PLT,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: POM Amsterdam,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,16.25,22.5,28.75,22.5,0.0,0.0,98.32913618016975,A
Brand: Paccio,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: Page One,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,6.25,7.5,10.05,8.366666666666667,0.0,0.0,98.32913618016975,A
Brand: Pam & arch,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,14.9,14.9,14.9,14.9,0.0,0.0,98.32913618016975,A
Brand: Paparazzi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Papillonne,,,,,0.0,0,0,1,14.0,14.0,14.0,14.0,,,,
Brand: Para,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Parfois,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Paris,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Paris et Moi,,,,,0.0,0,0,1,9.99,9.99,9.99,9.99,,,,
Brand: Parocas,,,,,0.0,0,0,1,6.0,6.0,6.0,6.0,,,,
Brand: Passion,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: Patrizia Pepe,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Paule Ka,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,91.625,94.25,96.875,94.25,0.0,0.0,98.32913618016975,A
Brand: Penelope collection,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Penn&Ink,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Pennyblack,,,,,0.0,0,0,2,7.375,8.25,9.125,8.25,,,,
Brand: Pepe Jeans,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,3,3,6,8.975,11.95,12.0,10.316666666666666,0.0,0.0,98.32913618016975,A
Brand: Peppermayo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,29.0,29.0,29.0,29.0,0.0,0.0,98.32913618016975,A
Brand: Pertutti,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,16.0,16.0,16.0,16.0,0.0,0.0,98.32913618016975,A
Brand: Phase Eight,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,29.0,29.0,29.0,29.0,0.0,0.0,98.32913618016975,A
Brand: Piazza Italia,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,5.0,7.0,10.5,8.5,0.0,0.0,98.32913618016975,A
Brand: Pieces,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,4.5,5.0,15.0,11.333333333333334,0.0,0.0,98.32913618016975,A
Brand: Pigalle,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Pimkie,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,46.15384615384615,6,6,13,4.0,5.0,8.0,5.961538461538462,0.0,0.0,94.4829823340159,A
Brand: Pink Boom,,,,,0.0,0,0,1,16.99,16.99,16.99,16.99,,,,
Brand: Pinko,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,25.5,31.0,36.5,31.0,0.0,0.0,98.32913618016975,A
Brand: Pinokkio,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: Pins and Needles,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Pittarello,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.5,3.5,3.5,3.5,0.0,0.0,98.32913618016975,A
Brand: Please,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: Polita,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Polo Ralph Lauren,,,,,0.0,0,0,1,180.0,180.0,180.0,180.0,,,,
Brand: PrettyLittleThing,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,3.5,7.0,10.5,7.0,0.0,0.0,98.32913618016975,A
Brand: Primark,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,56.00000000000001,14,14,25,5.0,6.0,10.0,7.04,0.0,0.0,98.32913618016975,A
Brand: Princesse Nomade,,,,,0.0,0,0,1,26.0,26.0,26.0,26.0,,,,
Brand: Promiss,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Promod,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,47.72727272727273,21,21,44,5.0,8.0,12.5,10.202272727272726,0.0,0.0,96.05640890744249,A
Brand: Pronovias,,,,,0.0,0,0,1,700.0,700.0,700.0,700.0,,,,
Brand: Pronuptia,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,550.0,550.0,550.0,550.0,0.0,0.0,98.32913618016975,A
Brand: Provence,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,9.5,13.0,16.5,13.0,0.0,0.0,98.32913618016975,A
Brand: Pujka,,,,,0.0,0,0,1,18.0,18.0,18.0,18.0,,,,
Brand: Pull & Bear,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,45.45454545454545,15,15,33,4.0,6.0,10.0,7.5603030303030305,0.0,0.0,93.78368163471521,A
Brand: Puntades a Lo,,,,,0.0,0,0,3,30.0,45.0,50.0,38.333333333333336,,,,
Brand: Punto,,,,,0.0,0,0,1,7.5,7.5,7.5,7.5,,,,
Brand: Purple's,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: QH30,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Queen,,,,,0.0,0,0,1,19.9,19.9,19.9,19.9,,,,
Brand: R867,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: RAW,,,,,0.0,0,0,1,17.0,17.0,17.0,17.0,,,,
Brand: RETRO STAGE,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: REVD'ELLE,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,10.747499999999999,13.495,16.2425,13.495,0.0,0.0,98.32913618016975,A
Brand: ROMAN,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Ralph Lauren,,,,,0.0,0,0,2,25.5,27.0,28.5,27.0,,,,
Brand: Rat & Boa,,,,,0.0,0,0,1,160.0,160.0,160.0,160.0,,,,
Brand: Red Apple,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Red Queen,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,6.25,6.5,6.75,6.5,0.0,0.0,98.32913618016975,A
Brand: Reserved,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,6.0,7.0,8.5,7.333333333333333,0.0,0.0,98.32913618016975,A
Brand: Retro & Icone,,,,,0.0,0,0,1,22.0,22.0,22.0,22.0,,,,
Brand: Retrosia,,,,,0.0,0,0,1,35.9,35.9,35.9,35.9,,,,
Brand: Rich & Royal,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Rick Owens,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: Rihoas,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,12.49,14.989999999999998,17.49,14.989999999999998,0.0,0.0,98.32913618016975,A
Brand: Rinascimento,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,26.666666666666668,4,4,15,7.5,10.0,15.495000000000001,12.199333333333334,0.0,0.0,74.99580284683643,B
Brand: Rip Curl,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,17.2375,19.475,21.7125,19.475,0.0,0.0,98.32913618016975,A
Brand: Rita Curcio,,,,,0.0,0,0,1,9.0,9.0,9.0,9.0,,,,
Brand: Rita Row,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Rivières De Lune,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,16.0,16.0,16.0,16.0,0.0,0.0,98.32913618016975,A
Brand: Robe,,,,,0.0,0,0,2,10.0,10.0,10.0,10.0,,,,
Brand: Roberto Verino,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: Rodier,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Rojo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,9.0,10.0,11.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Roland Mouret,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,350.0,350.0,350.0,350.0,0.0,0.0,98.32913618016975,A
Brand: Romwe,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Rosalita McGee,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: Rose,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.0,9.0,9.0,9.0,0.0,0.0,98.32913618016975,A
Brand: Roxy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Runaway The Label,,,,,0.0,0,0,1,27.5,27.5,27.5,27.5,,,,
Brand: S. DEER,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.9,12.9,12.9,12.9,0.0,0.0,98.32913618016975,A
Brand: SAAJ,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
