segment,dts_median,dts_mean,dts_p25,dts_p75,sell_through_30d_pct,sold_30d_count,total_sold,total_items,price_p25,price_p50,price_p75,price_mean,avg_discount_pct,median_discount_pct,liquidity_score,liquidity_grade
Brand: Charlotte,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Charmance,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.9,4.9,4.9,4.9,0.0,0.0,98.32913618016975,A
Brand: Cherry Koko,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.0,9.0,9.0,9.0,0.0,0.0,98.32913618016975,A
Brand: Cherry Paris,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: Chika,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Chouette,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.5,3.5,3.5,3.5,0.0,0.0,98.32913618016975,A
Brand: Chriszise,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: Cicero,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Cider,,,,,0.0,0,0,4,8.125,9.745000000000001,16.2425,14.6225,,,,
Brand: Ciminy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.99,18.99,18.99,18.99,0.0,0.0,98.32913618016975,A
Brand: Cinderella,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: Clara Vitti,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Classy Mastour,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Claudie Pierlot,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,18.0,24.0,33.25,27.25,0.0,0.0,98.32913618016975,A
Brand: Clockhouse,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,4.875,5.5,7.0,6.375,0.0,0.0,98.32913618016975,A
Brand: Closet,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Club Voltaire,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,24.0,24.0,24.0,24.0,0.0,0.0,98.32913618016975,A
Brand: Coach,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Collectif,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Collectif Aucun,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Collection U,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Colori,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Colourful Rebel,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.5,12.5,12.5,12.5,0.0,0.0,98.32913618016975,A
Brand: Comma,,,,,0.0,0,0,2,13.25,15.5,17.75,15.5,,,,
Brand: Compagnie des Aventures,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,3.75,6.5,9.25,6.5,0.0,0.0,98.32913618016975,A
Brand: Compania Fantastica,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,5,5,5,6.0,6.0,13.0,12.6,0.0,0.0,98.32913618016975,A
Brand: Comptoir des Cotonniers,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,71.42857142857143,5,5,7,11.0,12.0,14.0,17.428571428571427,0.0,0.0,98.32913618016975,A
Brand: CoolCat,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Cooperative,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Cop Copine,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,42.857142857142854,3,3,7,10.0,10.0,10.0,10.285714285714286,0.0,0.0,91.1862790373126,A
Brand: Copperose,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: Cortefiel,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,6.5,9.5,13.5,10.5,0.0,0.0,98.32913618016975,A
Brand: Costes,,,,,0.0,0,0,2,6.25,6.5,6.75,6.5,,,,
Brand: Costume National,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,34.0,34.0,34.0,34.0,0.0,0.0,98.32913618016975,A
Brand: Cotazur,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Cotone,,,,,0.0,0,0,1,34.0,34.0,34.0,34.0,,,,
Brand: Cotton,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Cotélac,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,59.0,59.0,59.0,59.0,0.0,0.0,98.32913618016975,A
Brand: Coveri,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Criminal Damage,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: Cristinaeffe,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,23.0,23.0,23.0,23.0,0.0,0.0,98.32913618016975,A
Brand: Cyrillus,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: DVF,,,,,0.0,0,0,1,38.5,38.5,38.5,38.5,,,,
Brand: Damart,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,10.0,12.0,12.5,11.0,0.0,0.0,98.32913618016975,A
Brand: Dandara,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,11.4925,12.995000000000001,14.4975,12.995000000000001,0.0,0.0,98.32913618016975,A
Brand: Danity,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.5,5.5,5.5,5.5,0.0,0.0,98.32913618016975,A
Brand: Dazy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,13.0,13.0,13.0,13.0,0.0,0.0,98.32913618016975,A
Brand: De,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Delousion,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.99,12.99,12.99,12.99,0.0,0.0,98.32913618016975,A
Brand: Derhy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,11.5,18.0,19.0,14.333333333333334,0.0,0.0,81.66246951350308,A
Brand: Desigual,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,54.83870967741935,17,17,31,5.5,10.0,20.45,16.922580645161286,0.0,0.0,98.32913618016975,A
Brand: Diamond luxury,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Diane von Fürstenberg,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,31.5,34.0,36.5,34.0,0.0,0.0,98.32913618016975,A
Brand: Didi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,5.5,6.0,9.25,7.833333333333333,0.0,0.0,81.66246951350308,A
Brand: Divided,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,2.0,3.0,3.5,2.6666666666666665,0.0,0.0,98.32913618016975,A
Brand: Dixie,,,,,0.0,0,0,3,12.5,15.0,27.5,21.666666666666668,,,,
Brand: Dolce C,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Dolores Promesas,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: Donna,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,5.0,9.0,9.0,11.6,0.0,0.0,88.32913618016975,A
Brand: Donnaeffe,,,,,0.0,0,0,1,18.0,18.0,18.0,18.0,,,,
Brand: Double Crazy,,,,,0.0,0,0,1,3.5,3.5,3.5,3.5,,,,
Brand: Dresses Yessica,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Dressy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: Drôle de Copine,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Duck Farm,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: DÔEN,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,220.0,220.0,220.0,220.0,0.0,0.0,98.32913618016975,A
Brand: EDC by Esprit,,,,,0.0,0,0,1,12.0,12.0,12.0,12.0,,,,
Brand: EGERIE,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: EGO,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: ELEGANTE,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,28.57142857142857,2,2,7,12.5,15.0,19.0,19.571428571428573,0.0,0.0,76.90056475159832,A
Brand: ELORA,,,,,0.0,0,0,2,13.0,16.0,19.0,16.0,,,,
Brand: EMP,,,,,0.0,0,0,1,130.0,130.0,130.0,130.0,,,,
Brand: ET,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,98.32913618016975,A
Brand: EURL val mex 24,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Easy,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Easy Clothes,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,100.0,6,6,6,12.0,12.0,18.0,14.333333333333334,0.0,0.0,98.32913618016975,A
Brand: Easy Wear,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,5.5,6.0,7.0,6.333333333333333,0.0,0.0,81.66246951350308,A
Brand: Edelnice Trachtenmode,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,40.0,40.0,40.0,40.0,0.0,0.0,98.32913618016975,A
Brand: Effeny,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Effetti,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,98.32913618016975,A
Brand: Eksept,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Eksept by Shoeby,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: El Corte Inglés,,,,,0.0,0,0,6,9.0,17.0,26.5,19.833333333333332,,,,
Brand: Ela,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,21.0,21.0,21.0,21.0,0.0,0.0,98.32913618016975,A
Brand: Elara,,,,,0.0,0,0,2,13.75,17.5,21.25,17.5,,,,
Brand: Elena,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Elisabetta,,,,,0.0,0,0,1,70.0,70.0,70.0,70.0,,,,
Brand: Elisabetta Franchi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,16.666666666666664,1,1,6,50.5,70.5,119.75,118.5,0.0,0.0,64.99580284683643,B
Brand: Ella,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Ella boo,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Elli White,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: Elvira,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Emark,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Emery Rose,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,6.75,12.0,16.5,11.5,0.0,0.0,81.66246951350308,A
Brand: Emilio Pucci,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: Emma & Ella,,,,,0.0,0,0,2,11.0,12.0,13.0,12.0,,,,
Brand: Encuentro,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,7.75,11.5,15.25,11.5,0.0,0.0,98.32913618016975,A
Brand: Enzoria,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: Eres,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,45.0,45.0,45.0,45.0,0.0,0.0,98.32913618016975,A
Brand: EsQualo,,,,,0.0,0,0,2,8.0,9.5,11.0,9.5,,,,
Brand: Eseoese,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,21.0,24.0,27.0,24.0,0.0,0.0,98.32913618016975,A
Brand: Esmara,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,25.0,3,3,12,2.0,3.0,8.5,5.083333333333333,0.0,0.0,73.32913618016975,B
Brand: Esprit,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,66.66666666666666,6,6,9,4.5,9.0,14.0,10.722222222222221,0.0,0.0,98.32913618016975,A
Brand: Essentiel Antwerp,,,,,0.0,0,0,1,24.9,24.9,24.9,24.9,,,,
Brand: Etam,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,64.28571428571429,9,9,14,5.25,8.5,9.75,8.214285714285714,0.0,0.0,98.32913618016975,A
Brand: Evans,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Ever Pretty,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Everis,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: Express,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Extyn,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: FARUK,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,18.95,18.95,18.95,18.95,0.0,0.0,98.32913618016975,A
Brand: FB Sister,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,2.5,3.0,14.0,10.0,0.0,0.0,81.66246951350308,A
Brand: Fabrication Artisanale,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,60.0,60.0,60.0,60.0,0.0,0.0,98.32913618016975,A
Brand: Fait Main,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Fait-Maison,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Faith Connexion,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,8.0,8.0,8.0,8.0,0.0,0.0,98.32913618016975,A
Brand: Fanka,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Fashion,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,10.5,13.0,15.5,13.0,0.0,0.0,98.32913618016975,A
Brand: Fashion Elle,,,,,0.0,0,0,1,11.0,11.0,11.0,11.0,,,,
Brand: Fashion Nova,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,17.75,28.5,29.25,21.833333333333332,0.0,0.0,81.66246951350308,A
Brand: Fashion Private Company,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,1.0,1.0,1.0,1.0,0.0,0.0,98.32913618016975,A
Brand: Fashion Victim,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Feminine,,,,,0.0,0,0,1,2.0,2.0,2.0,2.0,,,,
Brand: Femme,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,15.0,20.0,25.0,20.0,0.0,0.0,98.32913618016975,A
Brand: Fero,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: Ferrache,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: Fever,,,,,0.0,0,0,1,5.95,5.95,5.95,5.95,,,,
Brand: Fifilles Paris,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: Fifth House,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,37.5,37.5,37.5,37.5,0.0,0.0,98.32913618016975,A
Brand: Fiorella Rubino,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,9.0,10.0,11.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Floreiza,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: Flower by Charm`s paris,,,,,0.0,0,0,1,49.0,49.0,49.0,49.0,,,,
Brand: Follies,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: Forever 21,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,11.25,14.0,16.5,13.75,0.0,0.0,98.32913618016975,A
Brand: Fracomina,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,129.0,129.0,129.0,129.0,0.0,0.0,98.32913618016975,A
Brand: Francomina,,,,,0.0,0,0,1,50.0,50.0,50.0,50.0,,,,
Brand: Freequent,,,,,0.0,0,0,2,6.75,8.5,10.25,8.5,,,,
Brand: Furbizia,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Fórmula Joven,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,6.0,8.0,9.0,9.2,0.0,0.0,88.32913618016975,A
Brand: G-MAXX,,,,,0.0,0,0,1,12.5,12.5,12.5,12.5,,,,
Brand: GAP,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,15.25,15.5,15.75,15.5,0.0,0.0,98.32913618016975,A
Brand: GAS,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: GATSBY,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: GUESS,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,38.46153846153847,5,5,13,8.0,15.0,40.0,22.653846153846153,0.0,0.0,86.79067464170822,A
Brand: Gala,,,,,0.0,0,0,2,86.25,102.5,118.75,102.5,,,,
Brand: Galeries Lafayette,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: Ganni,,,,,0.0,0,0,2,40.0,40.0,40.0,40.0,,,,
Brand: Gaëlle,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Gaëlle Paris,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,39.0,39.0,39.0,39.0,0.0,0.0,98.32913618016975,A
Brand: Geisha,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,12.5,15.0,16.0,14.0,0.0,0.0,81.66246951350308,A
Brand: Gerard Darel,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,75.0,3,3,4,31.25,40.0,42.25,33.5,0.0,0.0,98.32913618016975,A
Brand: Gerry Weber,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,12.5,20.0,27.5,20.0,0.0,0.0,98.32913618016975,A
Brand: Gina Tricot,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,7.0,7.0,7.0,7.0,0.0,0.0,98.32913618016975,A
Brand: Givenchy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,220.0,220.0,220.0,220.0,0.0,0.0,98.32913618016975,A
Brand: Glamorous,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: Glitter,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: Global,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,24.8,24.8,24.8,24.8,0.0,0.0,98.32913618016975,A
Brand: Goa,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,3,3,6,8.0,10.0,14.25,18.0,0.0,0.0,98.32913618016975,A
Brand: Gotha,,,,,0.0,0,0,1,33.0,33.0,33.0,33.0,,,,
Brand: Gozzip,,,,,0.0,0,0,1,7.5,7.5,7.5,7.5,,,,
Brand: Grace & Mila,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,29.0,29.0,29.0,29.0,0.0,0.0,98.32913618016975,A
Brand: Grain de Malice,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,57.14285714285714,4,4,7,6.0,9.0,11.75,10.642857142857142,0.0,0.0,98.32913618016975,A
Brand: Green Coast,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,13.0,13.0,13.0,13.0,0.0,0.0,98.32913618016975,A
Brand: Grifflin,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Guess by Marciano,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,25.875,32.25,38.625,32.25,0.0,0.0,98.32913618016975,A
Brand: Guglielminotti,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Guts & Gusto,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,7.25,7.5,7.75,7.5,0.0,0.0,98.32913618016975,A
Brand: Guts & Love,,,,,0.0,0,0,1,60.0,60.0,60.0,60.0,,,,
Brand: Gémo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,4.0,5.0,6.0,7.0,0.0,0.0,88.32913618016975,A
Brand: Gévana,,,,,0.0,0,0,1,14.0,14.0,14.0,14.0,,,,
Brand: H&M,4.953906816759259,5.116746380453105,3.2377156550231483,6.937032156261574,97.99582463465553,2347,2347,2395,2.495,4.0,5.0,4.509194154488518,8.325835235671509,16.666666666666664,91.74348863873456,A
Brand: HYBRID,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Hada&Harry,,,,,0.0,0,0,1,28.0,28.0,28.0,28.0,,,,
Brand: Hailys,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,14.0,14.0,14.0,14.0,0.0,0.0,98.32913618016975,A
Brand: Halara,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Hallelujah,,,,,0.0,0,0,1,55.0,55.0,55.0,55.0,,,,
Brand: Hallhuber,,,,,0.0,0,0,1,33.0,33.0,33.0,33.0,,,,
Brand: Happy D. By Damart,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: Harris Wilson,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: Haute Couture,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: Hecho a Mano,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,25.0,1,1,4,20.0,22.5,26.25,23.75,0.0,0.0,73.32913618016975,B
Brand: Hell Bunny,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: Hellen Barrett,,,,,0.0,0,0,1,18.0,18.0,18.0,18.0,,,,
Brand: Hema,,,,,0.0,0,0,3,3.0,5.0,6.25,4.5,,,,
Brand: Hemera,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: Hilfiger Denim,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,16.95,16.95,16.95,16.95,0.0,0.0,98.32913618016975,A
Brand: Hippie,,,,,0.0,0,0,1,7.9,7.9,7.9,7.9,,,,
Brand: Hollister,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,8.5,9.0,9.5,9.0,0.0,0.0,98.32913618016975,A
Brand: Holly & Joey,,,,,0.0,0,0,2,20.0,20.0,20.0,20.0,,,,
Brand: Holly Bracken,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,9.2,9.2,9.2,9.2,0.0,0.0,98.32913618016975,A
Brand: Holy Preppy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,45.0,45.0,45.0,45.0,0.0,0.0,98.32913618016975,A
Brand: Hoss Intropia,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,18.5,22.0,25.5,22.0,0.0,0.0,98.32913618016975,A
Brand: House of CB,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,48.0,95.0,135.0,90.33333333333333,0.0,0.0,81.66246951350308,A
Brand: Hublot,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: Hugo Boss,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,60.0,60.0,60.0,60.0,0.0,0.0,98.32913618016975,A
